params,f1_score,erro
"{'hidden_layer_sizes': (118, 118), 'activation': 'identity', 'solver': 'adam', 'learning_rate_init': 0.1, 'max_iter': 2000}",0.6487762237762238,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.0001, 'max_iter': 500}",0.39797369833601715,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.39797369833601715,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.0001, 'max_iter': 1500}",0.39797369833601715,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.0001, 'max_iter': 2000}",0.39797369833601715,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.001, 'max_iter': 500}",0.3207258520052721,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.001, 'max_iter': 1000}",0.3207258520052721,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.001, 'max_iter': 1500}",0.3207258520052721,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.001, 'max_iter': 2000}",0.3207258520052721,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.01, 'max_iter': 500}",0.6455928273348308,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.01, 'max_iter': 1000}",0.6455928273348308,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.01, 'max_iter': 1500}",0.6455928273348308,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.01, 'max_iter': 2000}",0.6455928273348308,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.1, 'max_iter': 500}",0.65,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.1, 'max_iter': 1000}",0.65,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.1, 'max_iter': 1500}",0.65,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'sgd', 'learning_rate_init': 0.1, 'max_iter': 2000}",0.65,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'adam', 'learning_rate_init': 0.0001, 'max_iter': 500}",0.6246341718347154,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'adam', 'learning_rate_init': 0.0001, 'max_iter': 1000}",0.62484335839599,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'adam', 'learning_rate_init': 0.0001, 'max_iter': 1500}",0.62484335839599,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'adam', 'learning_rate_init': 0.0001, 'max_iter': 2000}",0.62484335839599,
"{'hidden_layer_sizes': (118, 118), 'activation': 'logistic', 'solver': 'adam', 'learning_rate_init': 0.001, 'max_iter': 500}",0.6333333333333333,
